accession	group	profile	fragpipe_ver	msfragger_ver	fp_workflow_sha256	fp_conforms	sage_ver	sage_config_sha256	sage_conforms	git_commit	working_tree_dirty	run_config_sha256	config_matches_current	job_id	started_utc
PXD046777	(single)	(none)	24.0	4.4	e031267da6d0687a	True	sage 0.15.0-beta.2	4a9314b54ec8ca87	True	5cd0f62adc48	True	f49a191fc2a7da62	False	263824	2026-05-23T10:07:27Z
PXD046958	mouse_trypsin_timstof_ht	ubiquitin	24.0	4.4	f55f00803936a85e	False	sage 0.15.0-beta.2	0aa8e3d3580f9134	True	cfa0d6df250f	True	95ff8fb1b31b1405	False	271148	2026-05-27T23:17:26Z
PXD046958	mouse_trypsin_timstof_pro	ubiquitin	24.0	4.4	2d835ff119f56095	False	sage 0.15.0-beta.2	0aa8e3d3580f9134	True	cfa0d6df250f	True	95ff8fb1b31b1405	False	271148	2026-05-27T23:17:26Z
PXD047232	(single)	(none)	24.0	4.4	60e610dd945ef5f5	True	sage 0.15.0-beta.2	4a9314b54ec8ca87	True	5cd0f62adc48	True	f49a191fc2a7da62	False	263825	2026-05-23T10:08:00Z
PXD047258	(single)	(none)	24.0	4.4	32600ff1a2c37255	True	sage 0.15.0-beta.2	4a9314b54ec8ca87	True	5cd0f62adc48	True	f49a191fc2a7da62	False	263830	2026-05-23T11:01:22Z
PXD047535	human_trypsin	acyl_lactyl	24.0	4.4	e9ac4d69ad3a65fd	False	sage 0.15.0-beta.2	31da1b051e038c19	True	cfa0d6df250f	True	6eda36046538b1d6	True	473568	2026-07-23T08:51:57Z
PXD047581	(single)	(none)	24.0	4.4	36ec1fad74df585f	True	sage 0.15.0-beta.2	4a9314b54ec8ca87	True	5cd0f62adc48	True	f49a191fc2a7da62	False	263844	2026-05-23T12:02:13Z
PXD047857	(single)	(none)	24.0	4.4	b5bf76f1d01a8251	True	sage 0.15.0-beta.2	4a9314b54ec8ca87	True	cfa0d6df250f	True	2ddc6abfdca46f5a	False	270264	2026-05-27T11:13:16Z
PXD048158	mouse_trypsin	acyl_succinyl	24.0	4.4	ed14dc6a25884f67	False		7ef82298502a48b2	True	cfa0d6df250f	True	fe8419a526e36356	False	344247	2026-06-19T13:09:25Z
PXD049178	(single)	(none)	24.0	4.4	eeb86c52fba20067	True	sage 0.15.0-beta.2	4a9314b54ec8ca87	True	5cd0f62adc48	True	f49a191fc2a7da62	False	263850	2026-05-23T17:13:37Z
PXD049208	(single)	(none)	24.0	4.4	b5f9978659070206	True	sage 0.15.0-beta.2	4a9314b54ec8ca87	True	5cd0f62adc48	True	f49a191fc2a7da62	False	263859	2026-05-23T19:30:54Z
PXD050274	(single)	(none)	24.0	4.4	8f0ed76d106b8abf	True	sage 0.15.0-beta.2	4a9314b54ec8ca87	True	5cd0f62adc48	True	f49a191fc2a7da62	False	263867	2026-05-23T21:37:59Z
PXD050319	human_trypsin	ubiquitin	24.0	4.4	0edc2614cafd06fb	False	sage 0.15.0-beta.2	0aa8e3d3580f9134	True	cfa0d6df250f	True	4fd098a6dda8f815	False	270770	2026-05-27T17:37:49Z
PXD050342	human_trypsin	acetyl	24.0	4.4	df84ae141f087a27	True	sage 0.15.0-beta.2	cc3e781114901386	True	cfa0d6df250f	True	4fd098a6dda8f815	False	270769	2026-05-27T17:37:49Z
PXD050530	(single)	(none)	24.0	4.4	029b10ba113e6fee	True	sage 0.15.0-beta.2	4a9314b54ec8ca87	True	5cd0f62adc48	True	f49a191fc2a7da62	False	263872	2026-05-24T03:35:59Z
PXD050655	(single)	(none)	24.0	4.4	7c6d06bf7bd94e19	True	sage 0.15.0-beta.2	111456ac306c485d	True	cfa0d6df250f	True	4fd098a6dda8f815	False	270806	2026-05-27T17:43:33Z
PXD050743	(single)	(none)	24.0	4.4	8eaa52eee8382435	True	sage 0.15.0-beta.2	4a9314b54ec8ca87	True	5cd0f62adc48	True	f49a191fc2a7da62	False	263874	2026-05-24T04:26:50Z
PXD050818	(single)	(none)	24.0	4.4	0a7f324557d72e5c	True	sage 0.15.0-beta.2	111456ac306c485d	True	cfa0d6df250f	True	95ff8fb1b31b1405	False	271340	2026-05-28T08:55:24Z
PXD050906	(single)	acyl_lactyl	24.0	4.4	3286e176643bf212	False	sage 0.15.0-beta.2	31da1b051e038c19	True	cfa0d6df250f	True	ecac0724393e5bda	False	322885	2026-06-12T19:28:01Z
PXD051790	(single)	(none)	24.0	4.4	729e6c31df4ee75a	True	sage 0.15.0-beta.2	111456ac306c485d	True	cfa0d6df250f	True	95ff8fb1b31b1405	False	265050	2026-05-28T13:50:22Z
PXD051880	human_trypsin	hla	24.0	4.4	806f90c77d9fd4db	True	sage 0.15.0-beta.2	d9f1a06c81aff6e7	True	cfa0d6df250f	True	95ff8fb1b31b1405	False	271384	2026-05-28T10:02:57Z
PXD052661	(single)	(none)	24.0	4.4	6204121a91e6f3dc	True	sage 0.15.0-beta.2	4a9314b54ec8ca87	True	5cd0f62adc48	True	f49a191fc2a7da62	False	263927	2026-05-24T12:21:21Z
PXD052772	human_trypsin	acyl_lactyl					sage 0.15.0-beta.2	31da1b051e038c19	True	cfa0d6df250f	True	6eda36046538b1d6	True	474275	2026-07-23T12:22:17Z
PXD053029	human_trypsin	acyl_lactyl	24.0	4.4	fa2e72e4dc6554a1	False	sage 0.15.0-beta.2	31da1b051e038c19	True	cfa0d6df250f	True	6eda36046538b1d6	True	474730	2026-07-23T13:27:22Z
